individual	2.0,2.0,0.0001857930265684028,0.00016637089618456077
individualized	2.0,0,0.0001857930265684028,5.5456965394853596e-05
individuals	4.0,0,0.00030965504428067135,5.5456965394853596e-05
industries	0,1,6.193100885613426e-05,0.00011091393078970719
industry	1,5.0,0.00012386201771226853,0.00033274179236912155
inferior	0,1,6.193100885613426e-05,0.00011091393078970719
influence	1.0,1,0.00012386201771226853,0.00011091393078970719
info	3.0,5.0,0.00024772403542453706,0.00033274179236912155
inform	1,0,0.00012386201771226853,5.5456965394853596e-05
information	20.0,35.0,0.0013005511859788196,0.001996450754214729
informative	0,1,6.193100885613426e-05,0.00011091393078970719
informed	2.0,2.0,0.0001857930265684028,0.00016637089618456077
infrastructure	0,1,6.193100885613426e-05,0.00011091393078970719
initial	4.0,0,0.00030965504428067135,5.5456965394853596e-05
initializes	0,1,6.193100885613426e-05,0.00011091393078970719
initially	2.0,0,0.0001857930265684028,5.5456965394853596e-05
initiative	2.0,0,0.0001857930265684028,5.5456965394853596e-05
inject	0,1,6.193100885613426e-05,0.00011091393078970719
inlcuding	1,0,0.00012386201771226853,5.5456965394853596e-05
inlet	4.0,0,0.00030965504428067135,5.5456965394853596e-05
innovation	4.0,0,0.00030965504428067135,5.5456965394853596e-05
innovative	2.0,0,0.0001857930265684028,5.5456965394853596e-05
innovatus	1,0,0.00012386201771226853,5.5456965394853596e-05
input	5.0,1.0,0.0003715860531368056,0.00011091393078970719
inputs	1,0,0.00012386201771226853,5.5456965394853596e-05
insane	0,1,6.193100885613426e-05,0.00011091393078970719
inseminate	0,1,6.193100885613426e-05,0.00011091393078970719
inside	0,2.0,6.193100885613426e-05,0.00016637089618456077
insider	0,1,6.193100885613426e-05,0.00011091393078970719
insomnia	0,1,6.193100885613426e-05,0.00011091393078970719
inspection	0,1,6.193100885613426e-05,0.00011091393078970719
instantly	0,2.0,6.193100885613426e-05,0.00016637089618456077
instead	0,3.0,6.193100885613426e-05,0.00022182786157941438
institutions	0,1,6.193100885613426e-05,0.00011091393078970719
instruct	0,1,6.193100885613426e-05,0.00011091393078970719
instructed	0,2.0,6.193100885613426e-05,0.00016637089618456077
instructions	0,2.0,6.193100885613426e-05,0.00016637089618456077
instructs	0,1,6.193100885613426e-05,0.00011091393078970719
instrument	0,1,6.193100885613426e-05,0.00011091393078970719
instruments	0,1,6.193100885613426e-05,0.00011091393078970719
insufficient	0,1,6.193100885613426e-05,0.00011091393078970719
insults	0,1,6.193100885613426e-05,0.00011091393078970719
insurance	0,5.0,6.193100885613426e-05,0.00033274179236912155
insure	5.0,0,0.0003715860531368056,5.5456965394853596e-05
integrated	1,1.0,0.00012386201771226853,0.00011091393078970719
intelligence	0,1,6.193100885613426e-05,0.00011091393078970719
intelt	0,1,6.193100885613426e-05,0.00011091393078970719
intend	2.0,0,0.0001857930265684028,5.5456965394853596e-05
intended	1,0,0.00012386201771226853,5.5456965394853596e-05
intends	1,0,0.00012386201771226853,5.5456965394853596e-05
intense	1,0,0.00012386201771226853,5.5456965394853596e-05
intercreditor	1,0,0.00012386201771226853,5.5456965394853596e-05
interest	2.0,7.0,0.0001857930265684028,0.00044365572315882877
interested	1.0,7.0,0.00012386201771226853,0.00044365572315882877
interesting	0,1,6.193100885613426e-05,0.00011091393078970719
interests	0,5.0,6.193100885613426e-05,0.00033274179236912155
interfering	0,1,6.193100885613426e-05,0.00011091393078970719
internal	6.0,1.0,0.0004335170619929399,0.00011091393078970719
internally	2.0,0,0.0001857930265684028,5.5456965394853596e-05
international	1,2.0,0.00012386201771226853,0.00016637089618456077
interne	0,1,6.193100885613426e-05,0.00011091393078970719
internet	0,12.0,6.193100885613426e-05,0.0007209405501330967
interrupted	0,1,6.193100885613426e-05,0.00011091393078970719
interstate	1,0,0.00012386201771226853,5.5456965394853596e-05
intervened	0,2.0,6.193100885613426e-05,0.00016637089618456077
intl	2.0,0,0.0001857930265684028,5.5456965394853596e-05
into	10.0,21.0,0.0006812410974174769,0.0012200532386867791
intra	1,0,0.00012386201771226853,5.5456965394853596e-05
intranet	3.0,0,0.00024772403542453706,5.5456965394853596e-05
introduced	3.0,0,0.00024772403542453706,5.5456965394853596e-05
introducing	0,1,6.193100885613426e-05,0.00011091393078970719
invest	0,2.0,6.193100885613426e-05,0.00016637089618456077
investment	4.0,6.0,0.00030965504428067135,0.00038819875776397513
investor	1,0,0.00012386201771226853,5.5456965394853596e-05
investors	0,1,6.193100885613426e-05,0.00011091393078970719
invite	1,1.0,0.00012386201771226853,0.00011091393078970719
invoices	1,0,0.00012386201771226853,5.5456965394853596e-05
involuntary	3.0,0,0.00024772403542453706,5.5456965394853596e-05
involved	2.0,4.0,0.0001857930265684028,0.00027728482697426796
involving	2.0,0,0.0001857930265684028,5.5456965394853596e-05
invovled	2.0,0,0.0001857930265684028,5.5456965394853596e-05
ion	0,1,6.193100885613426e-05,0.00011091393078970719
iowa	0,1,6.193100885613426e-05,0.00011091393078970719
ipos	0,1,6.193100885613426e-05,0.00011091393078970719
ipp	1,0,0.00012386201771226853,5.5456965394853596e-05
ipps	5.0,0,0.0003715860531368056,5.5456965394853596e-05
iron	0,1,6.193100885613426e-05,0.00011091393078970719
is	86.0,86.0,0.0053879977704836815,0.0048247559893522625
isalso	0,1,6.193100885613426e-05,0.00011091393078970719
island	2.0,0,0.0001857930265684028,5.5456965394853596e-05
isn	0,3.0,6.193100885613426e-05,0.00022182786157941438
iso	0,8.0,6.193100885613426e-05,0.0004991126885536823
isp	0,7.0,6.193100885613426e-05,0.00044365572315882877
isps	0,2.0,6.193100885613426e-05,0.00016637089618456077
issler	5.0,0,0.0003715860531368056,5.5456965394853596e-05
issue	4.0,13.0,0.00030965504428067135,0.0007763975155279503
issued	1.0,1,0.00012386201771226853,0.00011091393078970719
issues	18.0,1.0,0.0011766891682665512,0.00011091393078970719
it	30.0,119.0,0.0019198612745401622,0.006654835847382431
iteam	0,1,6.193100885613426e-05,0.00011091393078970719
item	0,3.0,6.193100885613426e-05,0.00022182786157941438
items	2.0,10.0,0.0001857930265684028,0.0006100266193433896
its	8.0,15.0,0.0005573790797052084,0.0008873114463176575
itself	1.0,2.0,0.00012386201771226853,0.00016637089618456077
ium	0,1,6.193100885613426e-05,0.00011091393078970719
ivan	0,1,6.193100885613426e-05,0.00011091393078970719
ivernia	0,2.0,6.193100885613426e-05,0.00016637089618456077
j	21.0,1.0,0.0013624821948349539,0.00011091393078970719
ja	1,0,0.00012386201771226853,5.5456965394853596e-05
jackie	1,0,0.00012386201771226853,5.5456965394853596e-05
jan	4.0,0,0.00030965504428067135,5.5456965394853596e-05
jana	0,3.0,6.193100885613426e-05,0.00022182786157941438
jane	1,0,0.00012386201771226853,5.5456965394853596e-05
janet	1,0,0.00012386201771226853,5.5456965394853596e-05
janice	1,0,0.00012386201771226853,5.5456965394853596e-05
janie	1,0,0.00012386201771226853,5.5456965394853596e-05
january	2.0,0,0.0001857930265684028,5.5456965394853596e-05
japan	3.0,0,0.00024772403542453706,5.5456965394853596e-05
jason	5.0,0,0.0003715860531368056,5.5456965394853596e-05
jauregui	1,0,0.00012386201771226853,5.5456965394853596e-05
jeff	1,0,0.00012386201771226853,5.5456965394853596e-05
jersey	1,0,0.00012386201771226853,5.5456965394853596e-05
jim	1.0,2.0,0.00012386201771226853,0.00016637089618456077
jimmy	0,2.0,6.193100885613426e-05,0.00016637089618456077
jirapliegao	0,1,6.193100885613426e-05,0.00011091393078970719
jlopes	1,0,0.00012386201771226853,5.5456965394853596e-05
jm	0,4.0,6.193100885613426e-05,0.00027728482697426796
jnexon	1,0,0.00012386201771226853,5.5456965394853596e-05
jo	0,1,6.193100885613426e-05,0.00011091393078970719
joao	2.0,0,0.0001857930265684028,5.5456965394853596e-05
job	3.0,0,0.00024772403542453706,5.5456965394853596e-05
joe	1,0,0.00012386201771226853,5.5456965394853596e-05
joel	0,6.0,6.193100885613426e-05,0.00038819875776397513
johannesburg	0,2.0,6.193100885613426e-05,0.00016637089618456077
john	16.0,0,0.0010528271505542825,5.5456965394853596e-05
johnny	0,2.0,6.193100885613426e-05,0.00016637089618456077
johnston	2.0,0,0.0001857930265684028,5.5456965394853596e-05
join	5.0,4.0,0.0003715860531368056,0.00027728482697426796
joinder	1,0,0.00012386201771226853,5.5456965394853596e-05
joined	2.0,0,0.0001857930265684028,5.5456965394853596e-05
joining	3.0,0,0.00024772403542453706,5.5456965394853596e-05
jon	1,0,0.00012386201771226853,5.5456965394853596e-05
jonathon	0,1,6.193100885613426e-05,0.00011091393078970719
jones	3.0,0,0.00024772403542453706,5.5456965394853596e-05
jonesg	1,0,0.00012386201771226853,5.5456965394853596e-05
jose	1,0,0.00012386201771226853,5.5456965394853596e-05
joseph	5.0,2.0,0.0003715860531368056,0.00016637089618456077
josey	3.0,0,0.00024772403542453706,5.5456965394853596e-05
journeys	0,1,6.193100885613426e-05,0.00011091393078970719
joyce	1,0,0.00012386201771226853,5.5456965394853596e-05
jpxdltmuk	0,1,6.193100885613426e-05,0.00011091393078970719
jshorter	1,0,0.00012386201771226853,5.5456965394853596e-05
jsp	0,2.0,6.193100885613426e-05,0.00016637089618456077
jturco	0,1,6.193100885613426e-05,0.00011091393078970719
jubilar	0,1,6.193100885613426e-05,0.00011091393078970719
judgments	0,1,6.193100885613426e-05,0.00011091393078970719
julie	5.0,0,0.0003715860531368056,5.5456965394853596e-05
july	1,0,0.00012386201771226853,5.5456965394853596e-05
june	7.0,4.0,0.0004954480708490741,0.00027728482697426796
junk	0,2.0,6.193100885613426e-05,0.00016637089618456077
just	7.0,28.0,0.0004954480708490741,0.0016082519964507542
justperform	0,1,6.193100885613426e-05,0.00011091393078970719
jvbe	0,1,6.193100885613426e-05,0.00011091393078970719
k	0,3.0,6.193100885613426e-05,0.00022182786157941438
kainantu	0,2.0,6.193100885613426e-05,0.00016637089618456077
kaminski	11.0,0,0.0007431721062736112,5.5456965394853596e-05
kaolin	0,1,6.193100885613426e-05,0.00011091393078970719
katamail	0,1,6.193100885613426e-05,0.00011091393078970719
kathryn	3.0,0,0.00024772403542453706,5.5456965394853596e-05
kay	2.0,0,0.0001857930265684028,5.5456965394853596e-05
kcs	1,0,0.00012386201771226853,5.5456965394853596e-05
keeley	5.0,0,0.0003715860531368056,5.5456965394853596e-05
keep	6.0,10.0,0.0004335170619929399,0.0006100266193433896
keeping	0,3.0,6.193100885613426e-05,0.00022182786157941438
kelly	1,0,0.00012386201771226853,5.5456965394853596e-05
kenny	1,0,0.00012386201771226853,5.5456965394853596e-05
kept	0,2.0,6.193100885613426e-05,0.00016637089618456077
kerb	0,1,6.193100885613426e-05,0.00011091393078970719
kevin	47.0,0,0.0029726884250944447,5.5456965394853596e-05
key	7.0,0,0.0004954480708490741,5.5456965394853596e-05
keyboard	0,2.0,6.193100885613426e-05,0.00016637089618456077
keys	1,0,0.00012386201771226853,5.5456965394853596e-05
keywordcount	0,1,6.193100885613426e-05,0.00011091393078970719
kfbtyra	0,1,6.193100885613426e-05,0.00011091393078970719
khanna	1,0,0.00012386201771226853,5.5456965394853596e-05
kick	1,0,0.00012386201771226853,5.5456965394853596e-05
kickoff	2.0,0,0.0001857930265684028,5.5456965394853596e-05
kid	0,1,6.193100885613426e-05,0.00011091393078970719
killed	0,2.0,6.193100885613426e-05,0.00016637089618456077
killer	0,1,6.193100885613426e-05,0.00011091393078970719
killings	0,2.0,6.193100885613426e-05,0.00016637089618456077
kim	3.0,0,0.00024772403542453706,5.5456965394853596e-05
kimberley	0,3.0,6.193100885613426e-05,0.00022182786157941438
kimberly	4.0,0,0.00030965504428067135,5.5456965394853596e-05
kind	2.0,3.0,0.0001857930265684028,0.00022182786157941438
kinda	1,0,0.00012386201771226853,5.5456965394853596e-05
kindall	4.0,0,0.00030965504428067135,5.5456965394853596e-05
kindly	0,1,6.193100885613426e-05,0.00011091393078970719
kinds	0,2.0,6.193100885613426e-05,0.00016637089618456077
king	5.0,0,0.0003715860531368056,5.5456965394853596e-05
kish	1,0,0.00012386201771226853,5.5456965394853596e-05
kistler	1,0,0.00012386201771226853,5.5456965394853596e-05
kitchen	3.0,0,0.00024772403542453706,5.5456965394853596e-05
knelt	0,1,6.193100885613426e-05,0.00011091393078970719
knew	1,2.0,0.00012386201771226853,0.00016637089618456077
knights	1,0,0.00012386201771226853,5.5456965394853596e-05
knives	0,1,6.193100885613426e-05,0.00011091393078970719
know	19.0,18.0,0.0012386201771226854,0.0010536823425022182
knowledge	4.0,0,0.00030965504428067135,5.5456965394853596e-05
knowlton	1,0,0.00012386201771226853,5.5456965394853596e-05
known	0,2.0,6.193100885613426e-05,0.00016637089618456077
knows	0,2.0,6.193100885613426e-05,0.00016637089618456077
knudsen	1,0,0.00012386201771226853,5.5456965394853596e-05
kollaros	1,0,0.00012386201771226853,5.5456965394853596e-05
korea	0,1,6.193100885613426e-05,0.00011091393078970719
koromah	0,2.0,6.193100885613426e-05,0.00016637089618456077
krgp	2.0,0,0.0001857930265684028,5.5456965394853596e-05
kri	1,0,0.00012386201771226853,5.5456965394853596e-05
krill	1,0,0.00012386201771226853,5.5456965394853596e-05
krishna	1,0,0.00012386201771226853,5.5456965394853596e-05
krishnarao	5.0,0,0.0003715860531368056,5.5456965394853596e-05
kristin	2.0,0,0.0001857930265684028,5.5456965394853596e-05
kwh	1,0,0.00012386201771226853,5.5456965394853596e-05
kyle	1,0,0.00012386201771226853,5.5456965394853596e-05
l	9.0,1,0.0006193100885613427,0.00011091393078970719
label	2.0,0,0.0001857930265684028,5.5456965394853596e-05
labor	1,0,0.00012386201771226853,5.5456965394853596e-05
laborious	0,1,6.193100885613426e-05,0.00011091393078970719
lacrecia	1,0,0.00012386201771226853,5.5456965394853596e-05
lagars	0,1,6.193100885613426e-05,0.00011091393078970719
lagrasta	1,0,0.00012386201771226853,5.5456965394853596e-05
lamb	1,0,0.00012386201771226853,5.5456965394853596e-05
lamproite	0,2.0,6.193100885613426e-05,0.00016637089618456077
lamps	0,1,6.193100885613426e-05,0.00011091393078970719
land	0,1,6.193100885613426e-05,0.00011091393078970719
language	0,3.0,6.193100885613426e-05,0.00022182786157941438
lanterns	0,1,6.193100885613426e-05,0.00011091393078970719
large	0,7.0,6.193100885613426e-05,0.00044365572315882877
larger	2.0,0,0.0001857930265684028,5.5456965394853596e-05
largest	0,2.0,6.193100885613426e-05,0.00016637089618456077
larry	1,0,0.00012386201771226853,5.5456965394853596e-05
last	9.0,5.0,0.0006193100885613427,0.00033274179236912155
lasts	0,1,6.193100885613426e-05,0.00011091393078970719
late	3.0,2.0,0.00024772403542453706,0.00016637089618456077
later	6.0,3.0,0.0004335170619929399,0.00022182786157941438
latin	1,0,0.00012386201771226853,5.5456965394853596e-05
laughed	0,1,6.193100885613426e-05,0.00011091393078970719
launch	0,2.0,6.193100885613426e-05,0.00016637089618456077
lauri	4.0,0,0.00030965504428067135,5.5456965394853596e-05
lavorato	4.0,0,0.00030965504428067135,5.5456965394853596e-05
law	3.0,2.0,0.00024772403542453706,0.00016637089618456077
lawn	1,2.0,0.00012386201771226853,0.00016637089618456077
layout	0,3.0,6.193100885613426e-05,0.00022182786157941438
layouts	0,1,6.193100885613426e-05,0.00011091393078970719
lcd	0,1,6.193100885613426e-05,0.00011091393078970719
lead	4.0,5.0,0.00030965504428067135,0.00033274179236912155
leaders	1,0,0.00012386201771226853,5.5456965394853596e-05
leadership	12.0,0,0.0008051031151297454,5.5456965394853596e-05
leads	0,5.0,6.193100885613426e-05,0.00033274179236912155
leap	0,1,6.193100885613426e-05,0.00011091393078970719
learn	3.0,1,0.00024772403542453706,0.00011091393078970719
learned	0,2.0,6.193100885613426e-05,0.00016637089618456077
learning	2.0,1,0.0001857930265684028,0.00011091393078970719
learns	2.0,0,0.0001857930265684028,5.5456965394853596e-05
lease	0,1,6.193100885613426e-05,0.00011091393078970719
least	3.0,7.0,0.00024772403542453706,0.00044365572315882877
leave	3.0,1,0.00024772403542453706,0.00011091393078970719
leaving	0,1,6.193100885613426e-05,0.00011091393078970719
lee	1,0,0.00012386201771226853,5.5456965394853596e-05
leederville	0,1,6.193100885613426e-05,0.00011091393078970719
left	4.0,0,0.00030965504428067135,5.5456965394853596e-05
legal	1,0,0.00012386201771226853,5.5456965394853596e-05
legislature	6.0,0,0.0004335170619929399,5.5456965394853596e-05
legs	0,1,6.193100885613426e-05,0.00011091393078970719
lemelman	0,1,6.193100885613426e-05,0.00011091393078970719
length	0,1,6.193100885613426e-05,0.00011091393078970719
lengthen	0,1,6.193100885613426e-05,0.00011091393078970719
leone	0,4.0,6.193100885613426e-05,0.00027728482697426796
less	6.0,6.0,0.0004335170619929399,0.00038819875776397513
lesson	0,2.0,6.193100885613426e-05,0.00016637089618456077
let	16.0,12.0,0.0010528271505542825,0.0007209405501330967
lets	0,1,6.193100885613426e-05,0.00011091393078970719
letter	0,27.0,6.193100885613426e-05,0.0015527950310559005
letters	0,11.0,6.193100885613426e-05,0.0006654835847382431
level	2.0,2.0,0.0001857930265684028,0.00016637089618456077
levels	0,2.0,6.193100885613426e-05,0.00016637089618456077
leverage	1,0,0.00012386201771226853,5.5456965394853596e-05
liar	0,2.0,6.193100885613426e-05,0.00016637089618456077
licence	0,1,6.193100885613426e-05,0.00011091393078970719
licensing	0,1,6.193100885613426e-05,0.00011091393078970719
life	1.0,10.0,0.00012386201771226853,0.0006100266193433896
lift	1,0,0.00012386201771226853,5.5456965394853596e-05
lifted	0,1,6.193100885613426e-05,0.00011091393078970719
lifts	0,1,6.193100885613426e-05,0.00011091393078970719
like	14.0,34.0,0.000928965132842014,0.0019409937888198758
liked	0,1,6.193100885613426e-05,0.00011091393078970719
likely	7.0,0,0.0004954480708490741,5.5456965394853596e-05
likes	0,1,6.193100885613426e-05,0.00011091393078970719
lilly	1,0,0.00012386201771226853,5.5456965394853596e-05
limitations	1,0,0.00012386201771226853,5.5456965394853596e-05
limited	4.0,8.0,0.00030965504428067135,0.0004991126885536823
lin	6.0,0,0.0004335170619929399,5.5456965394853596e-05
linda	5.0,0,0.0003715860531368056,5.5456965394853596e-05
lindiwe	0,2.0,6.193100885613426e-05,0.00016637089618456077
line	5.0,12.0,0.0003715860531368056,0.0007209405501330967
lines	0,1,6.193100885613426e-05,0.00011091393078970719
lingerie	0,1,6.193100885613426e-05,0.00011091393078970719
link	1.0,5.0,0.00012386201771226853,0.00033274179236912155
linkpaks	0,4.0,6.193100885613426e-05,0.00027728482697426796
links	0,22.0,6.193100885613426e-05,0.0012755102040816326
linktocash	0,1,6.193100885613426e-05,0.00011091393078970719
lips	0,1,6.193100885613426e-05,0.00011091393078970719
liquid	0,1,6.193100885613426e-05,0.00011091393078970719
liquids	1,0,0.00012386201771226853,5.5456965394853596e-05
lisa	1.0,1,0.00012386201771226853,0.00011091393078970719
list	3.0,14.0,0.00024772403542453706,0.0008318544809228039
listed	4.0,3.0,0.00030965504428067135,0.00022182786157941438
listen	1,0,0.00012386201771226853,5.5456965394853596e-05
listened	1,0,0.00012386201771226853,5.5456965394853596e-05
listinfo	0,2.0,6.193100885613426e-05,0.00016637089618456077
lists	0,2.0,6.193100885613426e-05,0.00016637089618456077
lit	0,1,6.193100885613426e-05,0.00011091393078970719
literally	0,1,6.193100885613426e-05,0.00011091393078970719
literature	1,0,0.00012386201771226853,5.5456965394853596e-05
litteneker	1,0,0.00012386201771226853,5.5456965394853596e-05
litterbug	0,1,6.193100885613426e-05,0.00011091393078970719
little	1.0,7.0,0.00012386201771226853,0.00044365572315882877
live	1,0,0.00012386201771226853,5.5456965394853596e-05
living	0,3.0,6.193100885613426e-05,0.00022182786157941438
liz	1,0,0.00012386201771226853,5.5456965394853596e-05
ll	1.0,16.0,0.00012386201771226853,0.0009427684117125111
llc	1,0,0.00012386201771226853,5.5456965394853596e-05
llittle	1,0,0.00012386201771226853,5.5456965394853596e-05
loads	0,1,6.193100885613426e-05,0.00011091393078970719
lobby	1,0,0.00012386201771226853,5.5456965394853596e-05
local	5.0,1.0,0.0003715860531368056,0.00011091393078970719
locally	0,2.0,6.193100885613426e-05,0.00016637089618456077
locals	0,1,6.193100885613426e-05,0.00011091393078970719
located	3.0,1.0,0.00024772403542453706,0.00011091393078970719
location	8.0,0,0.0005573790797052084,5.5456965394853596e-05
lock	2.0,0,0.0001857930265684028,5.5456965394853596e-05
locomotive	0,1,6.193100885613426e-05,0.00011091393078970719
loczk	0,1,6.193100885613426e-05,0.00011091393078970719
loft	0,1,6.193100885613426e-05,0.00011091393078970719
lollipops	0,1,6.193100885613426e-05,0.00011091393078970719
london	3.0,1.0,0.00024772403542453706,0.00011091393078970719
long	5.0,8.0,0.0003715860531368056,0.0004991126885536823
longer	0,2.0,6.193100885613426e-05,0.00016637089618456077
look	3.0,9.0,0.00024772403542453706,0.0005545696539485359
looking	0,4.0,6.193100885613426e-05,0.00027728482697426796
looks	1,4.0,0.00012386201771226853,0.00027728482697426796
loosening	1,0,0.00012386201771226853,5.5456965394853596e-05
lose	0,2.0,6.193100885613426e-05,0.00016637089618456077
losing	0,2.0,6.193100885613426e-05,0.00016637089618456077
loss	0,1,6.193100885613426e-05,0.00011091393078970719
lot	5.0,4.0,0.0003715860531368056,0.00027728482697426796
lots	1.0,1,0.00012386201771226853,0.00011091393078970719
louise	7.0,0,0.0004954480708490741,5.5456965394853596e-05
lounsbury	0,1,6.193100885613426e-05,0.00011091393078970719
love	1,1.0,0.00012386201771226853,0.00011091393078970719
low	2.0,6.0,0.0001857930265684028,0.00038819875776397513
lower	0,1,6.193100885613426e-05,0.00011091393078970719
lowest	0,1,6.193100885613426e-05,0.00011091393078970719
loyal	0,2.0,6.193100885613426e-05,0.00016637089618456077
lsc	0,1,6.193100885613426e-05,0.00011091393078970719
lst	2.0,0,0.0001857930265684028,5.5456965394853596e-05
lu	5.0,0,0.0003715860531368056,5.5456965394853596e-05
luck	2.0,0,0.0001857930265684028,5.5456965394853596e-05
lucky	0,1,6.193100885613426e-05,0.00011091393078970719
lunch	2.0,0,0.0001857930265684028,5.5456965394853596e-05
luo	0,1,6.193100885613426e-05,0.00011091393078970719
luong	1,0,0.00012386201771226853,5.5456965394853596e-05
lx	1,0,0.00012386201771226853,5.5456965394853596e-05
lycopodium	0,1,6.193100885613426e-05,0.00011091393078970719
lyn	7.0,0,0.0004954480708490741,5.5456965394853596e-05
lynch	1,0,0.00012386201771226853,5.5456965394853596e-05
lynda	1,0,0.00012386201771226853,5.5456965394853596e-05
m	10.0,14.0,0.0006812410974174769,0.0008318544809228039
ma	0,1,6.193100885613426e-05,0.00011091393078970719
machine	0,1,6.193100885613426e-05,0.00011091393078970719
mackey	1,0,0.00012386201771226853,5.5456965394853596e-05
macquarie	0,2.0,6.193100885613426e-05,0.00016637089618456077
macromedia	0,6.0,6.193100885613426e-05,0.00038819875776397513
made	6.0,5.0,0.0004335170619929399,0.00033274179236912155
magellan	0,1,6.193100885613426e-05,0.00011091393078970719
magnesium	0,1,6.193100885613426e-05,0.00011091393078970719
maidens	0,1,6.193100885613426e-05,0.00011091393078970719
mail	9.0,17.0,0.0006193100885613427,0.0009982253771073646
mailing	0,3.0,6.193100885613426e-05,0.00022182786157941438
mailman	0,2.0,6.193100885613426e-05,0.00016637089618456077
mailto	0,5.0,6.193100885613426e-05,0.00033274179236912155
main	0,1,6.193100885613426e-05,0.00011091393078970719
maine	1,0,0.00012386201771226853,5.5456965394853596e-05
maintain	2.0,0,0.0001857930265684028,5.5456965394853596e-05
