5.815403691449535728e+00,1.613845237786278031e-02,8.907453033259000660e-03,-1.510462155680388496e-01,2.895551416697356856e-02,7.896366426484208167e-02,-5.476694855025882047e-02,6.338958243543221793e-02,-6.938018404448965948e-02,-8.917440173329878317e-02,2.580566992422179615e-02,1.034024996884922720e-01,2.852153927613790274e-01
5.815479368974701302e+00,1.907533495957889139e-02,9.805132473431678666e-03,-1.555748238115382265e-01,2.671955690809923317e-02,8.533432024669083960e-02,-5.392512459491181909e-02,6.668255240406721629e-02,-7.235388786601359978e-02,-8.882326133120119205e-02,2.640631344594294994e-02,1.056988757723205108e-01,2.916512440455338306e-01
5.815537178023119758e+00,2.180450049773696025e-02,1.060957883028729176e-02,-1.597008909417322597e-01,2.450387371680015636e-02,9.105437147987008317e-02,-5.302684824118766155e-02,6.964342427625115628e-02,-7.507679440142653315e-02,-8.859724390195630739e-02,2.687157124471453024e-02,1.074767560395760019e-01,2.972231143665199360e-01
5.815580513381202188e+00,2.434352127103593666e-02,1.134447791242370988e-02,-1.634766841756148670e-01,2.235062340155870991e-02,9.619034527537641266e-02,-5.209411417023485091e-02,7.230909968871895854e-02,-7.756856773785320014e-02,-8.848750157273872763e-02,2.722631638780464991e-02,1.088376410659842308e-01,3.020571049449051193e-01
5.815612197174457876e+00,2.670870957994351744e-02,1.202621854899977791e-02,-1.669437782166685036e-01,2.028647365975763672e-02,1.008044783061028543e-01,-5.114459084368306457e-02,7.471244731815795959e-02,-7.984672972338910379e-02,-8.848284221559570006e-02,2.749270634515316863e-02,1.098635298427273338e-01,3.062574312117055664e-01
5.815634561635240729e+00,2.891500838122399580e-02,1.266610774847879047e-02,-1.701358800866615284e-01,1.832721152663413511e-02,1.049538140009391440e-01,-5.019247631549789146e-02,7.688244972099142482e-02,-8.192729384856292651e-02,-8.857149802226935154e-02,2.768991647696033426e-02,1.106207248143112887e-01,3.099112298657101250e-01
5.815649523880096261e+00,3.097600495473341875e-02,1.327196176348310885e-02,-1.730808319260828121e-01,1.648105631333397075e-02,1.086899780684073558e-01,-4.924910437659452828e-02,7.884453190835431780e-02,-8.382510291470370023e-02,-8.874203092734872511e-02,2.783415292264019777e-02,1.111628926515121629e-01,3.130920055540200031e-01
5.815658652199372725e+00,3.290400388580737301e-02,1.384922221556876380e-02,-1.758020424012590177e-01,1.475102354526656653e-02,1.120593098379745883e-01,-4.832341227997852262e-02,8.062095177331976559e-02,-8.555401115056582295e-02,-8.898377286198860814e-02,2.793884012697145369e-02,1.115335151740559222e-01,3.158621917960138248e-01
5.815663223838308582e+00,3.471012579340492649e-02,1.440172645712225856e-02,-1.783195178644081669e-01,1.313660382035903781e-02,1.151031732185024553e-01,-4.742232310592204431e-02,8.223119263692252323e-02,-8.712698560578144291e-02,-8.928701284446372011e-02,2.801490253804321887e-02,1.117678499011103971e-01,3.182751096820215508e-01
5.815664274655193644e+00,3.640441406647853401e-02,1.493223305942459507e-02,-1.806506112729161506e-01,1.163495088809511982e-02,1.178583495018324795e-01,-4.655106873037313797e-02,8.369232976674123581e-02,-8.855616682061140388e-02,-8.964304622024633906e-02,2.807108462286516185e-02,1.118944997621921927e-01,3.203765010742796737e-01
5.815662641309732095e+00,3.799594035413215304e-02,1.544277705434020202e-02,-1.828105708689999054e-01,1.024171964008009639e-02,1.203574573355989524e-01,-4.571346687251241769e-02,8.501935930564716304e-02,-8.985291009431302378e-02,-9.004415003631376091e-02,2.811427337530077175e-02,1.119366723263134078e-01,3.222057511240758454e-01
5.815658996773501066e+00,3.949290417509822293e-02,1.593490836183866777e-02,-1.848129459746908065e-01,8.951654896868575795e-03,1.226293694371996673e-01,-4.491216000323296209e-02,8.622548665530717360e-02,-9.102781853963760883e-02,-9.048352065025951074e-02,2.814980219081308216e-02,1.119131924342123691e-01,3.237968776100933477e-01
5.815653879996736109e+00,4.090272455475001817e-02,1.640985085638012320e-02,-1.866698902486135514e-01,7.759002941444853585e-03,1.246996095597490278e-01,-4.414882130912425179e-02,8.732237567926111332e-02,-9.209077357128064856e-02,-9.095519415517652750e-02,2.818172508157736761e-02,1.118393186719541382e-01,3.251793412310494680e-01
5.815647720544288468e+00,4.223212299894871236e-02,1.686860794041443803e-02,-1.883923909343684089e-01,6.657796981929873029e-03,1.265907213677722187e-01,-4.342433170510675428e-02,8.832036209313137709e-02,-9.305096545009103326e-02,-9.145396135825420436e-02,2.821305678130842445e-02,1.117274034222764112e-01,3.263787157944449402e-01
5.815640858954750136e+00,4.348719787529359282e-02,1.731203229919059394e-02,-1.899904443731547654e-01,5.642052928497007409e-03,1.283226056846395458e-01,-4.273893128260165819e-02,8.922863516317387778e-02,-9.391692487385319699e-02,-9.197528390751359695e-02,2.824597834222512469e-02,1.115874278168654254e-01,3.274172470319815509e-01
5.815633563499181591e+00,4.467349066946584707e-02,1.774087181124775134e-02,-1.914731922535868325e-01,4.705901366272371988e-03,1.299128254006096106e-01,-4.209234821537317928e-02,9.005539192718178820e-02,-9.469655575616332810e-02,-9.251521512271190795e-02,2.828201015523707992e-02,1.114274363329361972e-01,3.283143217014982129e-01
5.815626043932044631e+00,4.579604477241833865e-02,1.815579967124768962e-02,-1.928490289786329304e-01,3.843674161961385758e-03,1.313768789633158185e-01,-4.148390787057684020e-02,9.080796791090996189e-02,-9.539716892456778785e-02,-9.307032727681421869e-02,2.832215551894207151e-02,1.112538906370416220e-01,3.290868636108184586e-01
5.815618462744521544e+00,4.685945752235209233e-02,1.855743411328796000e-02,-1.941256876279852384e-01,3.049958865160341120e-03,1.327284442740936932e-01,-4.091262462824353519e-02,9.149294792120687969e-02,-9.602551630303240993e-02,-9.363764599827537061e-02,2.836701835973066965e-02,1.110719582578464093e-01,3.297496695471421324e-01
5.815610944353720058e+00,4.786792622595892333e-02,1.894635131835696248e-02,-1.953103099281685573e-01,2.319630319730780522e-03,1.339795952638730414e-01,-4.037727867842753199e-02,9.211626005481667046e-02,-9.658782511011278216e-02,-9.421459183386086955e-02,2.841689874807321395e-02,1.108857485156559269e-01,3.303156953885331704e-01
5.815603582592437704e+00,4.882528884726360097e-02,1.932309387691611910e-02,-1.964095041654070062e-01,1.647866236031231453e-03,1.351409935948549579e-01,-3.987647983771871324e-02,9.268325562360428538e-02,-9.708983163836107377e-02,-9.479892865515195111e-02,2.847186965297438671e-02,1.106985056544719792e-01,3.307963006317520271e-01
5.815596446803887432e+00,4.973505999801832583e-02,1.968817636716611169e-02,-1.974293939155240818e-01,1.030151573882898434e-03,1.362220579379820884e-01,-3.940872020758499211e-02,9.319877729020670243e-02,-9.753681424548214796e-02,-9.538871840443052808e-02,2.853183804874121973e-02,1.105127671619607899e-01,3.312014580054394863e-01
5.815589586793944221e+00,5.060046280192821710e-02,2.004208907080557225e-02,-1.983756597003880628e-01,4.622752256466907328e-04,1.372311131806628060e-01,-3.897241728911336744e-02,9.366721734488363260e-02,-9.793362526266231882e-02,-9.598228159220643929e-02,2.859659311117542305e-02,1.103304937085627657e-01,3.315399336208437187e-01
5.815583036849494292e+00,5.142445714239361060e-02,2.038530049181361617e-02,-1.992535751268451338e-01,-5.967848830724454059e-05,1.381755217686322090e-01,-3.856594897475209421e-02,9.409256773802340823e-02,-9.828472159902859606e-02,-9.657816293823838494e-02,2.866584385925648876e-02,1.101531759003633176e-01,3.318194421540374695e-01
5.815576818994503405e+00,5.220976474351365915e-02,2.071825910942587390e-02,-2.000680386618416684e-01,-5.393417036826419261e-04,1.390617992084323962e-01,-3.818768165929731923e-02,9.447846321202006681e-02,-9.859419388769277703e-02,-9.717510156453496029e-02,2.873924823872867074e-02,1.099819220529451302e-01,3.320467807900895907e-01
5.815570945624594756e+00,5.295889147865934926e-02,2.104139464315373312e-02,-2.008236019040706422e-01,-9.800769771547419677e-04,1.398957155705399524e-01,-3.783599255037883857e-02,9.482821864736862283e-02,-9.886579407592527291e-02,-9.777200518602102708e-02,2.881643531852633860e-02,1.098175304024152504e-01,3.322279450449199811e-01
5.815565421635413124e+00,5.367414725079960869e-02,2.135511900796340998e-02,-2.015244949977633704e-01,-1.384992402878620042e-03,1.406823846486058016e-01,-3.750928711310306390e-02,9.514486154610721225e-02,-9.910296140918639640e-02,-9.836792779192203573e-02,2.889702198465569569e-02,1.096605485341129588e-01,3.323682290809226170e-01
5.815560246138966605e+00,5.435766374413426860e-02,2.165982707323904632e-02,-2.021746496765693957e-01,-1.756957220269027807e-03,1.414263422540839032e-01,-3.720601245379544925e-02,9.543116041622222434e-02,-9.930884679652238201e-02,-9.896205036199821892e-02,2.898062526934372732e-02,1.095113222971590139e-01,3.324723127229424202e-01
5.815555413844841759e+00,5.501141030727543096e-02,2.195589729769885368e-02,-2.027777203093089897e-01,-2.098617448756521196e-03,1.421316149612815716e-01,-3.692466733307393778e-02,9.568964968858596765e-02,-9.948633557419916951e-02,-9.955366421263343868e-02,2.906687124372400385e-02,1.093700360589422299e-01,3.325443370431024337e-01
5.815550916169004658e+00,5.563720819385507832e-02,2.224369228594420128e-02,-2.033371032335478945e-01,-2.412411228363696165e-03,1.428017804672521707e-01,-3.666380939769389030e-02,9.592265168909169804e-02,-9.963806870657550274e-02,-1.001421566161895260e-01,2.915540122650962448e-02,1.092367458181448536e-01,3.325879701020450496e-01
5.815546742121269652e+00,5.623674335656293766e-02,2.252355929548667188e-02,-2.038559545993307853e-01,-2.700583649485706859e-03,1.434400205944623696e-01,-3.642206013253633523e-02,9.613229609906974449e-02,-9.976646247929564504e-02,-1.007269983817648956e-01,2.924587591496642658e-02,1.091114064224201624e-01,3.326064641994108673e-01
5.815542879013086974e+00,5.681157796474552157e-02,2.279583071244711129e-02,-2.043372068981239853e-01,-2.965200931522693484e-03,1.440491678415491139e-01,-3.619810795753918009e-02,9.632053726351284817e-02,-9.987372675101351127e-02,-1.013077331260142239e-01,2.933797792396992954e-02,1.089938939150181668e-01,3.326027057892801397e-01
5.815539313019529644e+00,5.736316079335128382e-02,2.306082450739953965e-02,-2.047835843167569447e-01,-3.208163865487422169e-03,1.446317462780450924e-01,-3.599070982808741381e-02,9.648916964630206705e-02,-9.996188183703250130e-02,-1.018839679988685076e-01,2.943141312017305208e-02,1.088840238536991217e-01,3.325792590501188140e-01
5.815536029623099346e+00,5.789283661173619949e-02,2.331884467858903048e-02,-2.051976170297673818e-01,-3.431220475855388963e-03,1.451900074817697450e-01,-3.579869164023408157e-02,9.663984168214903581e-02,-1.000327741023002703e-01,-1.024553656609756142e-01,2.952591105785588171e-02,1.087815662973492803e-01,3.325384039581475437e-01
5.815533013961820430e+00,5.840185468424366477e-02,2.357018168706033132e-02,-2.055816545237284243e-01,-3.635977885734256645e-03,1.457259621316112086e-01,-3.562094769304137432e-02,9.677406823439012318e-02,-1.000880903428473800e-01,-1.030216373377249583e-01,2.962122475781684208e-02,1.086862580345557688e-01,3.324821695936841515e-01
5.815530251099922054e+00,5.889137648017690740e-02,2.381511288650752997e-02,-2.059378780321624025e-01,-3.823913389846177006e-03,1.462414077926030842e-01,-3.545643941832189033e-02,9.689324183445703620e-02,-1.001293710345881605e-01,-1.035825367991635992e-01,2.971713001805998886e-02,1.085978125289796259e-01,3.324123633084100637e-01
5.815527726236010331e+00,5.936248267846906679e-02,2.405390294952675437e-02,-2.062683121482644377e-01,-3.996384754014767685e-03,1.467379533634837196e-01,-3.530419355222622763e-02,9.699864285146972409e-02,-1.001580225268866031e-01,-1.041378551363217470e-01,2.981342440278775263e-02,1.085159279746402694e-01,3.323305962948289172e-01
5.815525424860862991e+00,5.981617954174538870e-02,2.428680429119855697e-02,-2.065748356739356972e-01,-4.154639769442980586e-03,1.472170405983294628e-01,-3.516329989265650630e-02,9.709144871785238551e-02,-1.001753282558098951e-01,-1.046874162228012550e-01,2.990992602243527573e-02,1.084402937869302502e-01,3.322383060250813647e-01
5.815523332874710682e+00,6.025340472532092484e-02,2.451405749040660997e-02,-2.068591917568708971e-01,-4.299825096260699239e-03,1.476799630624638648e-01,-3.503290876066551818e-02,9.717274231826737718e-02,-1.001824590488485933e-01,-1.052310727662874174e-01,3.000647219060309512e-02,1.083705957996749375e-01,3.321367759628057748e-01
5.815521436672060673e+00,6.067503257877425449e-02,2.473589170892972686e-02,-2.071229973621441234e-01,-4.432994434511759903e-03,1.481278828378243539e-01,-3.491222826219135544e-02,9.724351963376494379e-02,-1.001804825893087975e-01,-1.057687028682417624e-01,3.010291802245355572e-02,1.083065203927021103e-01,3.320271528972841835e-01
5.815519723200581304e+00,6.108187899090571776e-02,2.495252510807713722e-02,-2.073677521205123109e-01,-4.555116062611256136e-03,1.485618452535620859e-01,-3.480052142811453086e-02,9.730469672026435812e-02,-1.001703721047612905e-01,-1.063002070217071438e-01,3.019913502235867242e-02,1.082477577364541477e-01,3.319104622023293927e-01
